id,branch,language,segments_IPA,segments_source,sound_type,source,comments,glottocode
672,Lezgic,Aghul,d,d,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
673,Lezgic,Aghul,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
674,Lezgic,Aghul,f,f,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
675,Lezgic,Aghul,ɡ,g,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
676,Lezgic,Aghul,ɡʷ,g˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
677,Lezgic,Aghul,h,h,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
678,Lezgic,Aghul,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 340–341]","у автора дан в скобках: представлен лишь в новых заимствованиях, исконные эмфатические ларингалы утрачены",aghu1253
679,Lezgic,Aghul,j,j,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
680,Lezgic,Aghul,k',k',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
681,Lezgic,Aghul,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
682,Lezgic,Aghul,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
683,Lezgic,Aghul,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
684,Lezgic,Aghul,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
685,Lezgic,Aghul,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
686,Lezgic,Aghul,l,l,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
687,Lezgic,Aghul,m,m,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
688,Lezgic,Aghul,n,n,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
689,Lezgic,Aghul,p',p',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
690,Lezgic,Aghul,pː,p̄,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
691,Lezgic,Aghul,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
692,Lezgic,Aghul,q',q',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
693,Lezgic,Aghul,q'ːʷ,q̄'˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
694,Lezgic,Aghul,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
695,Lezgic,Aghul,q'ˤ,q'I,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
696,Lezgic,Aghul,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
697,Lezgic,Aghul,qːˤ,q̄I,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
698,Lezgic,Aghul,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
699,Lezgic,Aghul,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
700,Lezgic,Aghul,qˤ,qI,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
701,Lezgic,Aghul,r,r,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
702,Lezgic,Aghul,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
703,Lezgic,Aghul,ʁʷ,ʀ˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
704,Lezgic,Aghul,ʁˤ,ʀI,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
705,Lezgic,Aghul,s,s,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
706,Lezgic,Aghul,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
707,Lezgic,Aghul,t',t',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
708,Lezgic,Aghul,tː,t̄,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
709,Lezgic,Aghul,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
710,Lezgic,Aghul,ts',c',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
711,Lezgic,Aghul,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 340–341]",у автора дан в скобках,aghu1253
712,Lezgic,Aghul,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
713,Lezgic,Aghul,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
714,Lezgic,Aghul,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 340–341]",у автора дан в скобках,aghu1253
715,Lezgic,Aghul,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
716,Lezgic,Aghul,w,w,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
717,Lezgic,Aghul,x,x,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
718,Lezgic,Aghul,z,z,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
719,Lezgic,Aghul,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 340–341]",у автора дан в скобках,aghu1253
720,Lezgic,Aghul,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
721,Lezgic,Aghul,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 340–341]","у автора дан в скобках: представлен лишь в новых заимствованиях, исконные эмфатические ларингалы утрачены",aghu1253
722,Lezgic,Aghul,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
723,Lezgic,Aghul,χːʷ,X̄˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
724,Lezgic,Aghul,χːˤ,χ̄I,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
725,Lezgic,Aghul,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
726,Lezgic,Aghul,χˤ,χI,consonant,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
727,Lezgic,Aghul,a,a,vowel,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
728,Lezgic,Aghul,æ,ä,vowel,"[Кибрик, Кодзасов 1990: 340–341]",варьирует с IeI по диалектам или свободно варьируют,aghu1253
729,Lezgic,Aghul,e,e,vowel,"[Кибрик, Кодзасов 1990: 340–341]",варьирует с IæI по диалектам или свободно варьируют,aghu1253
730,Lezgic,Aghul,i,i,vowel,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
731,Lezgic,Aghul,u,u,vowel,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
732,Lezgic,Aghul,y,ü,vowel,"[Кибрик, Кодзасов 1990: 340–341]",,aghu1253
733,Lezgic,Archi,b,b,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
734,Lezgic,Archi,d,d,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
735,Lezgic,Archi,dʷ,d˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
736,Lezgic,Archi,ɡ,g,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
737,Lezgic,Archi,ɡʷ,g˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
738,Lezgic,Archi,h,h,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
739,Lezgic,Archi,h,h˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
740,Lezgic,Archi,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",встречается только в заимствованиях,arch1244
741,Lezgic,Archi,j,j,consonant,"[Кибрик, Кодзасов 1990: 335–336]",геминируется в интервокальной позиции,arch1244
742,Lezgic,Archi,k',k',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
743,Lezgic,Archi,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
744,Lezgic,Archi,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
745,Lezgic,Archi,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
746,Lezgic,Archi,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
747,Lezgic,Archi,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
748,Lezgic,Archi,l,l,consonant,"[Кибрик, Кодзасов 1990: 335–336]",латералы имеют среднеязычный фокус. [l] в нефарингализованных слогах реализуется палатализованным звуком,arch1244
749,Lezgic,Archi,ɬ,ɫ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",латералы имеют среднеязычный фокус,arch1244
750,Lezgic,Archi,ɬː,ɫ̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",латералы имеют среднеязычный фокус. в конце слога все сильные ослабляются,arch1244
751,Lezgic,Archi,ɬːʷ,ɫ̄˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
752,Lezgic,Archi,ɬʷ,ɫ˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
753,Lezgic,Archi,ɮ,Ł,consonant,"[Кибрик, Кодзасов 1990: 335–336]","выступает в качестве аллофона tɬ' [Даниэль, устное сообщение]. Ł представлены в нескольких формах на месте морфонологического ʟ' [Кибрик, Кодзасов 1990]. латералы имеют среднеязычный фокус",arch1244
754,Lezgic,Archi,ɮʷ,Ł˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
755,Lezgic,Archi,m,m,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
756,Lezgic,Archi,n,n,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
757,Lezgic,Archi,p',p',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
758,Lezgic,Archi,pː,p̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
759,Lezgic,Archi,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
760,Lezgic,Archi,q',q',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
761,Lezgic,Archi,q'ː,q̄',consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
762,Lezgic,Archi,q'ːʷ,q̄'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
763,Lezgic,Archi,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
764,Lezgic,Archi,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 335–336]","Восходит к исторически сильным, геминируется в интервокальной позиции",arch1244
765,Lezgic,Archi,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
766,Lezgic,Archi,r,r,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
767,Lezgic,Archi,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
768,Lezgic,Archi,ʁʷ,ʀ˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
769,Lezgic,Archi,s,s,consonant,"[Кибрик, Кодзасов 1990: 335–336]",спиранты контрастируют по силе в начале слога и в интервокальной позиции,arch1244
770,Lezgic,Archi,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
771,Lezgic,Archi,sːʷ,s̄˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
772,Lezgic,Archi,sʷ,s˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
773,Lezgic,Archi,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
774,Lezgic,Archi,ʃː,s̄̌,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
775,Lezgic,Archi,ʃːʷ,s̄̌˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
776,Lezgic,Archi,ʃʷ,š˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
777,Lezgic,Archi,t',t',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
778,Lezgic,Archi,t'ʷ,t'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
779,Lezgic,Archi,tː,t̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
780,Lezgic,Archi,tːʷ,t̄˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
781,Lezgic,Archi,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
782,Lezgic,Archi,tʰʷ,t˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
783,Lezgic,Archi,tɬ,ʟ,consonant,"[Кибрик, Кодзасов 1990: 335–336]","Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус",arch1244
784,Lezgic,Archi,tɬ',ʟ',consonant,"[Кибрик, Кодзасов 1990: 335–336]","Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус",arch1244
785,Lezgic,Archi,tɬ'ʷ,ʟ'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
786,Lezgic,Archi,tɬʷ,ʟ˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
787,Lezgic,Archi,ts',c',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
788,Lezgic,Archi,ts'ː,c̄',consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
789,Lezgic,Archi,ts'ːʷ,c̄'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
790,Lezgic,Archi,ts'ʷ,c'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
791,Lezgic,Archi,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 335–336]","Восходит к исторически сильным, геминируется в интервокальной позиции",arch1244
792,Lezgic,Archi,tsʰʷ,c˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
793,Lezgic,Archi,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
794,Lezgic,Archi,tʃ'ː,c̄̌',consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
795,Lezgic,Archi,tʃ'ːʷ,c̄̌'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
796,Lezgic,Archi,tʃ'ʷ,č'˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
797,Lezgic,Archi,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 335–336]","Восходит к исторически сильным, геминируется в интервокальной позиции",arch1244
798,Lezgic,Archi,tʃʰʷ,č˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
799,Lezgic,Archi,w,w,consonant,"[Кибрик, Кодзасов 1990: 335–336]",геминируется в интервокальной позиции,arch1244
800,Lezgic,Archi,z,z,consonant,"[Кибрик, Кодзасов 1990: 335–336]",спиранты контрастируют по силе в начале слога и в интервокальной позиции,arch1244
801,Lezgic,Archi,zʷ,z˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",переднеязычные лабиализованные редки и встречаются лишь в начале слова,arch1244
802,Lezgic,Archi,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
803,Lezgic,Archi,ʒʷ,ž˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
804,Lezgic,Archi,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
805,Lezgic,Archi,ʔ,ʔ˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
806,Lezgic,Archi,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",встречается только в заимствованиях,arch1244
807,Lezgic,Archi,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
808,Lezgic,Archi,χː,X̄,consonant,"[Кибрик, Кодзасов 1990: 335–336]",в конце слога все сильные ослабляются,arch1244
809,Lezgic,Archi,χːʷ,X̄˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
810,Lezgic,Archi,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
811,Lezgic,Archi,a,a,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
812,Lezgic,Archi,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
813,Lezgic,Archi,e,e,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
814,Lezgic,Archi,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
815,Lezgic,Archi,ə,ə,vowel,"[Кибрик, Кодзасов 1990: 335–336]",только в заударной неконечной позиции,arch1244
816,Lezgic,Archi,i,i,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
817,Lezgic,Archi,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
818,Lezgic,Archi,o,o,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
819,Lezgic,Archi,oː,o:,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
820,Lezgic,Archi,u,u,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
821,Lezgic,Archi,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 335–336]",,arch1244
822,Lezgic,Budukh,b,b,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
823,Lezgic,Budukh,d,d,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
824,Lezgic,Budukh,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
825,Lezgic,Budukh,ɡ,ɡ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
826,Lezgic,Budukh,ɢ,ɢ,consonant,"[Кибрик, Кодзасов 1990: 345-346]","ɢ и q̄ находятся в дополнительном распределении: ɢ в начале слова, q̄ --- в интервокальной позиции",budu1248
827,Lezgic,Budukh,ɣ,ɡ̌,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
828,Lezgic,Budukh,h,h,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
829,Lezgic,Budukh,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
830,Lezgic,Budukh,j,j,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
831,Lezgic,Budukh,k',k',consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
832,Lezgic,Budukh,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
833,Lezgic,Budukh,l,l,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
834,Lezgic,Budukh,m,m,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
835,Lezgic,Budukh,n,n,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
836,Lezgic,Budukh,p',p',consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
837,Lezgic,Budukh,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
838,Lezgic,Budukh,q',q',consonant,"[Кибрик, Кодзасов 1990: 345-346]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",budu1248
839,Lezgic,Budukh,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 345-346]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",budu1248
840,Lezgic,Budukh,r,r,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
841,Lezgic,Budukh,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
842,Lezgic,Budukh,s,s,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
843,Lezgic,Budukh,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
844,Lezgic,Budukh,t',t',consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
845,Lezgic,Budukh,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
846,Lezgic,Budukh,ts',c',consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
847,Lezgic,Budukh,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
848,Lezgic,Budukh,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
849,Lezgic,Budukh,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
850,Lezgic,Budukh,v,v,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
851,Lezgic,Budukh,w,w,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
852,Lezgic,Budukh,x,x,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
853,Lezgic,Budukh,z,z,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
854,Lezgic,Budukh,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
855,Lezgic,Budukh,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
856,Lezgic,Budukh,ʡ,ʡ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",ʡ --- редкая фонема,budu1248
857,Lezgic,Budukh,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
858,Lezgic,Budukh,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
859,Lezgic,Budukh,a,a,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
860,Lezgic,Budukh,æ,ä,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
861,Lezgic,Budukh,e,e,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
862,Lezgic,Budukh,ə,ə,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
863,Lezgic,Budukh,i,i,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
864,Lezgic,Budukh,ɨ,ɨ,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
865,Lezgic,Budukh,ø,ö,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
866,Lezgic,Budukh,u,u,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
867,Lezgic,Budukh,y,ü,vowel,"[Кибрик, Кодзасов 1990: 345-346]",,budu1248
868,Lezgic,Kryz,b,b,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
869,Lezgic,Kryz,d,d,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
870,Lezgic,Kryz,dz,ʒ,consonant,"[Кибрик, Кодзасов 1990: 345]",свободно варьирует с IzI во многих словах,kryt1240
871,Lezgic,Kryz,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
872,Lezgic,Kryz,f,f,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
873,Lezgic,Kryz,ɡ,g,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
874,Lezgic,Kryz,ɡʷ,g˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
875,Lezgic,Kryz,ɢ,ɢ,consonant,"[Кибрик, Кодзасов 1990: 345]","в начале слова оглушается, интервокальное ɢɢ = Iq̃q̃I",kryt1240
876,Lezgic,Kryz,ɢʷ,ɢ˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
877,Lezgic,Kryz,ɣ,ǧ,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
878,Lezgic,Kryz,ɣʷ,ǧ˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
879,Lezgic,Kryz,h,h,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
880,Lezgic,Kryz,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
881,Lezgic,Kryz,j,j,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
882,Lezgic,Kryz,k',k',consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
883,Lezgic,Kryz,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
884,Lezgic,Kryz,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
885,Lezgic,Kryz,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
886,Lezgic,Kryz,l,l,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
887,Lezgic,Kryz,m,m,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
888,Lezgic,Kryz,n,n,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
889,Lezgic,Kryz,p',p',consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
890,Lezgic,Kryz,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
891,Lezgic,Kryz,q',q',consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
892,Lezgic,Kryz,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
893,Lezgic,Kryz,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
894,Lezgic,Kryz,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
895,Lezgic,Kryz,r,r,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
896,Lezgic,Kryz,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
897,Lezgic,Kryz,ʁʷ,ʀ˳,consonant,"[Кибрик, Кодзасов 1990: 345]",контраст по лабиализованности обнаруживается лишь в начале слога,kryt1240
898,Lezgic,Kryz,s,s,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
899,Lezgic,Kryz,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
900,Lezgic,Kryz,t',t',consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
901,Lezgic,Kryz,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 345]",,kryt1240
